date,value,cumulative
2017-02-28,36.09664,36.09664
2017-03-01,71.94832,108.04496
2017-03-02,17.02198857400004,125.06694857400004
2017-03-03,5.20361,130.27055857400003
2017-03-05,370.68374,500.95429857400006
2017-03-06,2.99958,503.95387857400004
2017-03-08,14.008256556895912,517.962135130896
2017-03-09,309.99958000000004,827.961715130896
2017-03-12,1.155038120784503,829.1167532516805
2017-03-13,2112.3839,2941.5006532516804
2017-03-16,18.63827981,2960.1389330616803
2017-03-17,64.9562120382254,3025.0951450999055
2017-03-18,6.273787538000042,3031.3689326379053
2017-03-19,159.98874,3191.357672637905
2017-03-20,50.52839,3241.886062637905
2017-03-21,91.23069693,3333.116759567905
2017-03-22,107.90067332744262,3441.0174328953476
2017-03-23,50.03332,3491.0507528953476
2017-03-24,21.32319,3512.3739428953477
2017-03-25,19.99958,3532.373522895348
2017-03-26,30.143585419097086,3562.517108314445
2017-03-27,31.73897269761629,3594.2560810120613
2017-03-29,6.4057,3600.661781012061
2017-03-30,43.42868213042738,3644.0904631424883
2017-03-31,83.89355,3727.984013142488
2017-04-01,7.188746557177327,3735.172759699665
2017-04-02,20.59781425,3755.770573949665
2017-04-03,8.29458,3764.0651539496653
2017-04-06,29.19908108147712,3793.2642350311426
2017-04-07,1.7649,3795.0291350311427
2017-04-09,1.84495571827,3796.8740907494125
2017-04-10,24.57688,3821.4509707494126
2017-04-13,4.56098,3826.011950749413
2017-04-14,255.99416000000002,4082.006110749413
2017-04-15,3.56808,4085.574190749413
2017-04-16,29.410012374147325,4114.98420312356
2017-04-17,49.53113745,4164.51534057356
2017-04-18,2297.083435698835,6461.598776272394
2017-04-19,222.2680671041216,6683.866843376516
2017-04-20,199.99958,6883.866423376516
2017-04-21,83.99413660135924,6967.860559977875
2017-04-22,102.8686,7070.729159977875
2017-04-23,65.14861707775373,7135.877777055628
2017-04-24,13.49951607557141,7149.3772931312
2017-04-25,226.49412244967743,7375.8714155808775
2017-04-26,140.98370684667003,7516.855122427548
2017-04-27,182.29942424,7699.154546667548
2017-04-28,5.669803121332223,7704.82434978888
2017-04-29,4.25956806,7709.0839178488795
2017-04-30,33.89892,7742.982837848879
2017-05-01,25.499502895668446,7768.482340744547
2017-05-02,28.994513161945502,7797.476853906493
2017-05-03,169.68276092833037,7967.159614834823
2017-05-04,57.45733336683687,8024.616948201659
2017-05-05,15.99458,8040.611528201659
2017-05-06,63.38766,8103.999188201659
2017-05-07,63.071768478062324,8167.070956679721
2017-05-08,22.98916,8190.060116679721
2017-05-09,23.404046495440703,8213.464163175162
2017-05-10,130.39701544686346,8343.861178622026
2017-05-11,30.360355,8374.221533622027
2017-05-12,170.83312891778405,8545.054662539811
2017-05-13,27.11968519544651,8572.174347735257
2017-05-14,158.68683912477888,8730.861186860036
2017-05-15,83.20856672864528,8814.069753588681
2017-05-16,45.50346551928049,8859.573219107962
2017-05-17,122.79278550616442,8982.366004614127
2017-05-19,533.6697837638317,9516.035788377958
2017-05-20,13.086873939662492,9529.12266231762
2017-05-21,38.71663477348053,9567.8392970911
2017-05-22,44.44772131053378,9612.287018401636
2017-05-23,54.23199502746424,9666.5190134291
2017-05-24,40.15951443176747,9706.678527860868
2017-05-25,12.994541812271162,9719.67306967314
2017-05-26,14.896986227144312,9734.570055900283
2017-05-27,84.98512967548982,9819.555185575773
2017-05-28,2.3736647232253643,9821.928850298998
2017-05-29,59.02890297398385,9880.957753272982
2017-05-30,180.92809560160796,10061.88584887459
2017-05-31,60.46775743095769,10122.353606305547
2017-06-01,76.99298063390093,10199.346586939448
2017-06-02,46.536223553144154,10245.882810492592
2017-06-03,24.710323690976765,10270.59313418357
2017-06-04,31.31501588525251,10301.908150068823
2017-06-05,207.66489731110272,10509.573047379925
2017-06-06,133.76798640484935,10643.341033784774
2017-06-07,240.2034678180985,10883.544501602873
2017-06-08,137.84511023525175,11021.389611838125
2017-06-09,218.4132377715274,11239.802849609652
2017-06-10,84.34049004,11324.143339649652
2017-06-11,2.656257224614744,11326.799596874267
2017-06-12,108.23502678591939,11435.034623660187
2017-06-13,102.93199165806183,11537.96661531825
2017-06-14,78.02386468057347,11615.990479998824
2017-06-15,45.140752657043386,11661.131232655867
2017-06-16,32.55982016,11693.691052815868
2017-06-17,5.88679074036912,11699.577843556237
2017-06-18,48.34120087025606,11747.919044426493
2017-06-19,41.40167986288732,11789.32072428938
2017-06-20,131.62626331204328,11920.946987601425
2017-06-21,219.83447348533852,12140.781461086763
2017-06-22,376.61945533318533,12517.400916419949
2017-06-23,110.28699637274661,12627.687912792695
2017-06-24,152.92621569764887,12780.614128490344
2017-06-25,86.07498387590395,12866.689112366248
